region,destRegion,packetTransmit,packetReceive,packetLossCount,packetLossRate,rttMin,rttAvg,rttMax,rttMdev,packetDuplicateCount,packetDuplicateRate
OC,EU,100,65,35,35.0,308.665,309.254,309.834,0.701,0,0.0
OC,EU,100,100,0,0.0,279.732,279.895,283.994,0.608,0,0.0
OC,EU,100,99,1,1.0,309.896,310.121,310.331,0.467,0,0.0
OC,EU,100,100,0,0.0,287.965,288.18,292.431,0.496,0,0.0
OC,EU,100,100,0,0.0,296.476,296.7,301.417,0.934,0,0.0
OC,EU,100,100,0,0.0,320.242,323.383,344.548,4.065,0,0.0
OC,AF,100,100,0,0.0,453.976,454.264,455.053,0.408,0,0.0
OC,NA,100,100,0,0.0,258.761,262.931,321.381,8.005,0,0.0
OC,EU,100,100,0,0.0,308.062,308.259,312.669,0.758,0,0.0
OC,NA,100,100,0,0.0,201.356,201.508,201.746,0.238,0,0.0
OC,EU,100,100,0,0.0,287.687,287.929,295.841,1.077,0,0.0
OC,EU,100,100,0,0.0,314.175,314.543,318.606,0.585,0,0.0
OC,CN,100,79,21,21.0,226.362,226.796,229.079,0.481,0,0.0
OC,NA,100,100,0,0.0,245.808,262.968,349.737,23.132,0,0.0
OC,NA,100,100,0,0.0,229.828,230.017,232.592,0.661,0,0.0
OC,NA,100,100,0,0.0,188.562,188.675,191.606,0.406,0,0.0
OC,EU,100,100,0,0.0,306.115,306.342,311.157,0.723,0,0.0
OC,NA,100,100,0,0.0,189.088,189.182,190.616,0.288,0,0.0
OC,EU,100,100,0,0.0,295.307,295.621,298.026,0.778,0,0.0
OC,EU,100,100,0,0.0,280.168,280.456,282.948,0.814,0,0.0
OC,NA,100,100,0,0.0,243.108,248.126,253.1,2.907,0,0.0
OC,EU,100,100,0,0.0,285.656,285.821,286.447,0.501,0,0.0
OC,EU,100,60,40,40.0,345.695,350.184,495.505,21.516,0,0.0
OC,EU,100,100,0,0.0,342.557,342.773,347.981,0.844,0,0.0
OC,EU,100,100,0,0.0,331.504,331.659,335.935,0.789,0,0.0
OC,NA,100,100,0,0.0,295.286,295.439,297.466,0.779,0,0.0
OC,EU,100,100,0,0.0,308.633,308.854,314.042,0.974,0,0.0
OC,AS,100,100,0,0.0,143.953,144.096,144.881,0.319,0,0.0
OC,EU,100,29,71,71.0,350.803,355.35,365.727,3.648,0,0.0
OC,EU,100,100,0,0.0,293.917,294.236,298.686,0.976,0,0.0
OC,EU,100,100,0,0.0,291.051,291.334,295.235,0.674,0,0.0
OC,NA,100,100,0,0.0,229.834,238.866,409.245,24.47,0,0.0
OC,EU,100,100,0,0.0,309.884,310.559,311.737,0.619,0,0.0
OC,NA,100,100,0,0.0,214.508,214.655,219.261,0.69,0,0.0
OC,NA,100,100,0,0.0,223.189,223.53,234.352,1.166,0,0.0
OC,NA,100,100,0,0.0,174.946,175.563,179.952,1.143,0,0.0
OC,EU,100,63,37,37.0,315.482,318.026,323.536,2.52,0,0.0
OC,AS,100,100,0,0.0,141.972,142.055,142.636,0.244,0,0.0
OC,NA,100,100,0,0.0,252.234,269.393,436.57,26.964,0,0.0
OC,EU,100,98,2,2.0,274.872,275.446,283.226,1.343,0,0.0
OC,EU,100,100,0,0.0,287.61,287.855,290.081,0.624,0,0.0
OC,EU,100,100,0,0.0,305.846,308.333,320.17,2.294,0,0.0
OC,EU,100,100,0,0.0,315.997,316.164,320.205,0.888,0,0.0
OC,NA,100,100,0,0.0,384.044,390.097,397.739,3.943,0,0.0
OC,NA,100,100,0,0.0,138.795,139.71,150.815,2.368,0,0.0
OC,EU,100,100,0,0.0,306.312,306.599,310.93,0.772,0,0.0
OC,EU,100,100,0,0.0,375.675,375.826,376.762,0.479,0,0.0
OC,NA,100,100,0,0.0,221.336,221.493,222.964,0.413,0,0.0
OC,EU,100,100,0,0.0,282.455,282.767,286.188,0.675,0,0.0
OC,EU,100,100,0,0.0,282.921,283.311,289.242,1.049,0,0.0
OC,EU,100,100,0,0.0,292.989,293.162,295.205,0.443,0,0.0
OC,EU,100,100,0,0.0,296.079,296.25,300.097,0.724,0,0.0
OC,EU,100,100,0,0.0,314.203,314.416,317.125,0.608,0,0.0
OC,NA,100,100,0,0.0,296.485,296.835,298.525,0.493,0,0.0
OC,AS,100,100,0,0.0,115.237,115.601,120.271,0.726,0,0.0
OC,EU,100,99,1,1.0,294.071,294.219,295.904,0.686,0,0.0
OC,CN,100,74,26,26.0,197.854,199.691,205.077,1.361,0,0.0
OC,EU,100,100,0,0.0,304.071,304.221,304.972,0.352,0,0.0
OC,NA,100,99,1,1.0,167.24,169.945,175.908,1.77,0,0.0
OC,AS,100,100,0,0.0,96.422,98.707,215.527,12.959,0,0.0
OC,EU,100,100,0,0.0,308.544,310.037,423.301,11.427,0,0.0
OC,EU,100,100,0,0.0,283.32,284.255,328.083,4.479,0,0.0
OC,NA,100,100,0,0.0,230.0,230.297,234.495,0.925,0,0.0
OC,AS,100,100,0,0.0,135.407,136.012,141.845,1.033,0,0.0
OC,EU,100,100,0,0.0,285.562,285.998,293.502,0.982,0,0.0
OC,EU,100,100,0,0.0,274.122,274.277,275.314,0.57,0,0.0
OC,NA,100,100,0,0.0,224.781,224.934,225.438,0.198,0,0.0
OC,NA,100,100,0,0.0,239.874,241.459,254.717,2.112,0,0.0
OC,EU,100,100,0,0.0,355.507,361.425,421.376,11.056,0,0.0
OC,OC,100,100,0,0.0,22.72,27.24,40.415,2.963,0,0.0
OC,EU,100,100,0,0.0,281.163,281.492,284.945,0.564,0,0.0
OC,NA,100,100,0,0.0,278.308,301.811,347.819,23.453,0,0.0
OC,NA,100,100,0,0.0,248.616,248.961,251.188,0.425,0,0.0
OC,AS,100,100,0,0.0,108.843,109.14,114.082,0.71,0,0.0
OC,AS,100,100,0,0.0,149.158,149.325,152.568,0.587,0,0.0
OC,NA,100,100,0,0.0,270.603,277.511,297.016,3.295,0,0.0
OC,NA,100,100,0,0.0,226.1,226.795,231.047,0.939,0,0.0
OC,NA,100,100,0,0.0,222.733,225.794,473.031,24.856,0,0.0
OC,CN,100,79,21,21.0,224.03,229.294,542.112,35.441,0,0.0
OC,CN,100,100,0,0.0,140.153,141.804,247.104,11.251,0,0.0
OC,EU,100,100,0,0.0,295.979,296.3,302.31,1.07,0,0.0
OC,EU,100,100,0,0.0,336.363,339.75,475.243,16.203,0,0.0
OC,AS,100,98,2,2.0,201.407,213.641,225.377,6.329,0,0.0
OC,NA,100,100,0,0.0,189.561,189.764,192.874,0.653,0,0.0
OC,NA,100,100,0,0.0,215.826,215.984,220.11,0.528,0,0.0
OC,AS,100,100,0,0.0,139.79,139.956,141.796,0.304,0,0.0
OC,EU,100,100,0,0.0,347.672,348.371,357.586,1.412,0,0.0
OC,EU,100,100,0,0.0,310.068,310.227,310.566,0.656,0,0.0
OC,EU,100,100,0,0.0,283.129,283.522,288.28,0.81,0,0.0
OC,EU,100,99,1,1.0,277.453,277.745,280.463,0.635,0,0.0
OC,AS,100,100,0,0.0,96.575,96.838,100.565,0.561,0,0.0
OC,EU,100,100,0,0.0,295.591,296.826,297.996,1.105,0,0.0
OC,NA,100,100,0,0.0,265.045,269.091,276.074,2.563,0,0.0
OC,NA,100,100,0,0.0,140.411,140.537,141.445,0.232,0,0.0
OC,NA,100,100,0,0.0,138.788,139.018,145.121,0.695,0,0.0
OC,NA,100,100,0,0.0,203.733,204.051,206.359,0.506,0,0.0
OC,NA,100,100,0,0.0,123.541,123.76,124.635,0.451,0,0.0
OC,EU,100,100,0,0.0,382.379,382.533,384.703,0.821,0,0.0
OC,EU,100,64,36,36.0,289.619,295.968,330.561,9.338,0,0.0
OC,EU,100,100,0,0.0,274.402,274.805,278.927,0.828,0,0.0
OC,NA,100,100,0,0.0,180.339,180.668,185.081,0.995,0,0.0
OC,EU,100,100,0,0.0,293.491,295.089,308.877,2.676,0,0.0
OC,EU,100,100,0,0.0,280.057,280.283,282.345,0.583,0,0.0
OC,EU,100,100,0,0.0,273.222,273.468,278.041,0.913,0,0.0
OC,AS,100,100,0,0.0,108.863,109.519,114.509,1.0,0,0.0
OC,AS,100,100,0,0.0,191.849,202.058,215.393,7.099,0,0.0
OC,EU,100,100,0,0.0,297.844,297.942,298.549,0.272,0,0.0
OC,EU,100,100,0,0.0,289.875,290.044,293.198,0.789,0,0.0
OC,NA,100,100,0,0.0,291.463,291.832,295.787,0.808,0,0.0
OC,EU,100,100,0,0.0,280.977,281.202,285.644,0.888,0,0.0
OC,AS,100,100,0,0.0,139.12,139.252,141.673,0.303,0,0.0
OC,EU,100,100,0,0.0,317.723,317.905,320.74,0.812,0,0.0
OC,EU,100,100,0,0.0,290.891,291.208,295.7,0.848,0,0.0
OC,EU,100,100,0,0.0,292.378,292.532,295.588,0.484,0,0.0
OC,EU,100,100,0,0.0,339.962,340.639,344.971,0.974,0,0.0
OC,AS,100,100,0,0.0,108.919,109.112,113.059,0.584,0,0.0
OC,EU,100,100,0,0.0,342.151,358.448,501.029,27.622,0,0.0
OC,NA,100,100,0,0.0,219.48,219.708,225.121,0.781,0,0.0
OC,EU,100,99,1,1.0,284.912,285.416,293.379,1.486,0,0.0
OC,NA,100,100,0,0.0,174.37,174.617,178.574,0.751,0,0.0
OC,EU,100,100,0,0.0,292.351,293.952,311.95,3.227,0,0.0
OC,NA,100,100,0,0.0,249.584,249.917,254.647,0.911,0,0.0
OC,EU,100,99,1,1.0,347.824,349.99,362.446,2.28,0,0.0
OC,AS,100,100,0,0.0,137.003,137.267,141.35,0.709,0,0.0
OC,EU,100,100,0,0.0,300.859,301.168,302.716,0.268,0,0.0
OC,EU,100,98,2,2.0,287.285,287.682,294.232,1.081,0,0.0
OC,CN,100,70,30,30.0,225.892,227.923,272.868,5.537,0,0.0
OC,AS,100,100,0,0.0,95.124,95.332,97.741,0.427,0,0.0
OC,EU,100,100,0,0.0,310.911,311.212,315.901,0.619,0,0.0
OC,NA,100,100,0,0.0,175.81,176.1,178.642,0.622,0,0.0
OC,EU,100,100,0,0.0,308.729,308.968,314.184,0.772,0,0.0
OC,EU,100,100,0,0.0,281.027,281.204,282.225,0.656,0,0.0
OC,EU,100,100,0,0.0,304.56,305.339,317.854,2.133,0,0.0
OC,EU,100,100,0,0.0,361.18,362.226,367.4,0.812,0,0.0
OC,NA,100,100,0,0.0,236.349,236.655,241.702,0.957,0,0.0
OC,EU,100,100,0,0.0,292.866,293.012,294.61,0.194,0,0.0
OC,EU,100,100,0,0.0,281.765,281.875,283.102,0.708,0,0.0
OC,AS,100,100,0,0.0,149.136,149.287,151.083,0.469,0,0.0
OC,AS,100,100,0,0.0,135.596,135.918,139.425,0.629,0,0.0
OC,NA,100,100,0,0.0,242.594,245.705,249.279,1.588,0,0.0
OC,EU,100,75,25,25.0,306.327,306.812,310.898,0.849,0,0.0
OC,NA,100,100,0,0.0,220.61,221.512,248.259,3.118,0,0.0
OC,OC,100,100,0,0.0,9.184,13.564,40.866,7.563,0,0.0
OC,EU,100,100,0,0.0,328.674,328.875,331.81,0.415,0,0.0
OC,NA,100,100,0,0.0,181.361,181.483,182.309,0.481,0,0.0
OC,CN,100,90,10,10.0,212.767,225.086,229.758,3.176,0,0.0
OC,EU,100,100,0,0.0,281.666,282.081,287.195,0.897,0,0.0
OC,EU,100,48,52,52.0,357.614,358.315,362.014,0.834,0,0.0
OC,AS,100,100,0,0.0,202.15,202.453,206.805,0.88,0,0.0
OC,EU,100,100,0,0.0,371.734,372.271,375.75,0.769,0,0.0
OC,EU,100,98,2,2.0,293.791,296.53,304.313,2.547,0,0.0
OC,EU,100,100,0,0.0,313.888,314.191,322.761,0.931,0,0.0
OC,EU,100,100,0,0.0,308.618,308.881,313.11,0.822,0,0.0
OC,AS,100,99,1,1.0,192.112,192.975,207.204,2.28,0,0.0
OC,NA,100,100,0,0.0,109.45,109.791,111.389,0.397,0,0.0
OC,EU,100,100,0,0.0,287.803,288.0,292.058,0.871,0,0.0
OC,EU,100,100,0,0.0,314.321,314.568,323.929,1.193,0,0.0
OC,NA,100,100,0,0.0,197.709,254.099,312.162,35.359,0,0.0
OC,EU,100,61,39,39.0,304.676,305.059,305.491,0.214,0,0.0
OC,NA,100,100,0,0.0,138.711,139.476,149.696,1.831,0,0.0
OC,EU,100,100,0,0.0,293.454,296.326,373.229,11.873,0,0.0
OC,NA,100,100,0,0.0,230.026,234.623,240.275,1.676,0,0.0
OC,EU,100,100,0,0.0,283.824,284.115,288.015,0.804,0,0.0
OC,EU,100,100,0,0.0,285.679,285.813,288.281,0.701,0,0.0
OC,CN,100,100,0,0.0,374.25,927.3,1978.224,355.571,0,0.0
OC,EU,100,100,0,0.0,286.752,286.974,291.055,0.604,0,0.0
OC,EU,100,100,0,0.0,283.637,283.776,285.261,0.378,0,0.0
OC,EU,100,100,0,0.0,297.468,297.666,301.545,0.588,0,0.0
OC,EU,100,100,0,0.0,321.773,322.009,322.997,0.641,0,0.0
OC,NA,100,100,0,0.0,147.061,147.607,156.307,1.118,0,0.0
OC,NA,100,100,0,0.0,198.79,198.978,200.844,0.342,0,0.0
OC,EU,100,51,49,49.0,336.686,337.598,338.773,0.95,0,0.0
OC,NA,100,100,0,0.0,109.622,110.009,112.617,0.502,0,0.0
OC,NA,100,97,3,3.0,161.703,168.779,187.394,5.013,0,0.0
OC,AS,100,100,0,0.0,102.799,102.935,103.655,0.353,0,0.0
OC,NA,100,100,0,0.0,234.273,234.419,235.623,0.491,0,0.0
OC,EU,100,100,0,0.0,332.409,332.87,338.985,1.058,0,0.0
OC,NA,100,100,0,0.0,295.852,296.894,301.039,1.118,0,0.0
OC,EU,100,100,0,0.0,284.788,284.982,289.942,0.753,0,0.0
OC,EU,100,100,0,0.0,311.04,312.181,365.916,5.735,0,0.0
OC,EU,100,100,0,0.0,310.166,310.45,315.023,0.876,0,0.0
OC,AS,100,99,1,1.0,192.155,195.609,206.311,2.762,0,0.0
OC,EU,100,100,0,0.0,281.491,281.65,283.38,0.591,0,0.0
OC,EU,100,62,38,38.0,287.633,291.522,320.492,5.367,0,0.0
OC,EU,100,99,1,1.0,361.005,376.96,503.19,25.998,0,0.0
OC,EU,100,100,0,0.0,311.697,312.053,313.964,0.811,0,0.0
OC,EU,100,100,0,0.0,280.967,281.573,285.866,0.622,0,0.0
OC,EU,100,100,0,0.0,304.594,304.754,307.024,0.677,0,0.0
OC,EU,100,100,0,0.0,324.929,325.345,330.288,0.846,0,0.0
OC,NA,100,100,0,0.0,249.518,249.673,254.309,0.524,0,0.0
OC,EU,100,100,0,0.0,283.758,284.673,296.612,1.882,0,0.0
OC,EU,100,100,0,0.0,281.623,281.812,284.473,0.509,0,0.0
OC,NA,100,100,0,0.0,234.466,234.69,235.606,0.258,0,0.0
OC,EU,100,100,0,0.0,306.014,306.348,310.131,0.914,0,0.0
OC,AS,100,100,0,0.0,134.119,134.491,137.945,0.65,0,0.0
OC,EU,100,100,0,0.0,281.846,288.396,911.487,62.628,0,0.0
OC,OC,100,100,0,0.0,9.561,11.195,17.07,1.985,0,0.0
OC,EU,100,100,0,0.0,328.537,333.157,430.345,10.711,0,0.0
OC,EU,100,100,0,0.0,284.14,284.345,285.847,0.731,0,0.0
OC,EU,100,100,0,0.0,325.581,326.155,331.626,0.955,0,0.0
OC,EU,100,100,0,0.0,293.449,293.847,308.268,1.619,0,0.0
OC,EU,100,100,0,0.0,292.969,293.207,295.964,0.729,0,0.0
OC,SA,100,100,0,0.0,372.742,379.171,385.771,2.518,0,0.0
OC,CN,100,98,2,2.0,193.297,295.86,596.488,112.017,0,0.0
OC,AS,100,100,0,0.0,146.255,146.712,149.287,0.632,0,0.0
OC,EU,100,100,0,0.0,281.716,281.828,282.221,0.456,0,0.0
OC,EU,100,100,0,0.0,293.901,294.268,297.193,0.721,0,0.0
OC,NA,100,100,0,0.0,259.069,259.311,261.567,0.453,0,0.0
OC,EU,100,100,0,0.0,286.155,286.366,287.836,0.66,0,0.0
OC,NA,100,100,0,0.0,226.968,227.622,230.657,0.724,0,0.0
OC,EU,100,99,1,1.0,283.255,283.465,286.754,0.738,0,0.0
OC,EU,100,100,0,0.0,285.108,285.426,291.451,1.026,0,0.0
OC,EU,100,99,1,1.0,384.261,384.976,390.506,0.89,0,0.0
OC,EU,100,98,2,2.0,322.437,326.049,338.427,2.671,0,0.0
OC,EU,100,100,0,0.0,193.582,193.924,198.092,0.787,0,0.0
OC,EU,100,100,0,0.0,277.537,277.783,283.091,0.803,0,0.0
OC,EU,100,100,0,0.0,304.057,307.263,319.324,2.841,0,0.0
OC,EU,100,100,0,0.0,330.975,331.378,338.935,1.074,0,0.0
OC,CN,100,63,37,37.0,222.13,223.36,227.625,1.055,0,0.0
OC,AS,100,98,2,2.0,387.148,405.352,497.635,38.654,0,0.0
OC,EU,100,100,0,0.0,283.538,283.974,288.715,1.126,0,0.0
OC,EU,100,100,0,0.0,283.883,284.336,290.581,1.266,0,0.0
OC,CN,100,100,0,0.0,181.729,181.922,184.166,0.441,0,0.0
OC,NA,100,100,0,0.0,215.939,216.096,218.333,0.485,0,0.0
OC,EU,100,98,2,2.0,274.182,274.675,281.341,1.138,0,0.0
OC,EU,100,100,0,0.0,329.271,332.632,406.307,11.75,0,0.0
OC,EU,100,65,35,35.0,322.276,322.848,327.522,0.836,0,0.0
OC,NA,100,100,0,0.0,263.969,267.359,272.001,2.165,0,0.0
OC,EU,100,56,44,44.0,333.515,334.013,336.909,0.672,0,0.0
OC,EU,100,100,0,0.0,289.965,290.384,296.686,1.225,0,0.0
OC,NA,100,67,33,33.0,250.289,251.024,271.411,2.684,0,0.0
OC,EU,100,100,0,0.0,231.92,232.131,235.512,0.728,0,0.0
OC,NA,100,61,39,39.0,242.848,243.485,251.851,1.724,0,0.0
OC,NA,100,100,0,0.0,225.199,225.466,229.135,0.943,0,0.0
OC,NA,100,78,22,22.0,198.957,199.337,201.969,0.639,0,0.0
OC,NA,100,100,0,0.0,221.493,222.869,227.526,1.337,0,0.0
OC,EU,100,100,0,0.0,314.77,315.04,320.614,0.791,0,0.0
OC,NA,100,100,0,0.0,265.227,272.192,280.279,2.52,0,0.0
OC,EU,100,100,0,0.0,280.826,281.779,308.227,2.807,0,0.0
OC,NA,100,100,0,0.0,207.187,212.443,471.538,26.174,0,0.0
OC,NA,100,100,0,0.0,216.123,216.329,219.228,0.731,0,0.0
OC,EU,100,100,0,0.0,282.062,282.267,284.922,0.818,0,0.0
OC,NA,100,100,0,0.0,222.431,222.755,228.054,0.869,0,0.0
OC,NA,100,100,0,0.0,250.123,250.393,254.344,0.653,0,0.0
OC,AS,100,100,0,0.0,115.063,115.344,119.425,0.843,0,0.0
OC,EU,100,61,39,39.0,294.213,294.675,295.721,0.623,0,0.0
OC,OC,100,97,3,3.0,25.845,31.779,72.852,4.835,0,0.0
OC,EU,100,100,0,0.0,299.496,299.723,304.225,0.952,0,0.0
OC,CN,100,97,3,3.0,165.175,181.361,186.39,3.808,0,0.0
OC,AS,100,100,0,0.0,149.075,149.151,149.616,7.3e-2,0,0.0
OC,EU,100,100,0,0.0,352.505,354.943,407.727,8.841,0,0.0
OC,NA,100,100,0,0.0,300.877,301.243,306.21,0.819,0,0.0
OC,EU,100,100,0,0.0,290.503,290.898,299.951,1.224,0,0.0
OC,CN,100,96,4,4.0,166.593,180.983,187.878,4.203,0,0.0
OC,NA,100,98,2,2.0,291.606,292.042,297.088,0.975,0,0.0
OC,EU,100,100,0,0.0,323.898,324.428,329.921,0.93,0,0.0
OC,CN,100,100,0,0.0,166.432,181.1,186.243,3.954,0,0.0
OC,EU,100,100,0,0.0,293.977,294.18,297.549,0.721,0,0.0
OC,EU,100,100,0,0.0,349.35,349.647,355.026,0.999,0,0.0
OC,EU,100,100,0,0.0,283.031,283.263,288.217,0.937,0,0.0
OC,NA,100,100,0,0.0,113.153,113.48,115.819,0.554,0,0.0
OC,AS,100,100,0,0.0,93.889,94.287,108.702,1.517,0,0.0
OC,EU,100,100,0,0.0,378.075,379.756,424.574,5.22,0,0.0
OC,EU,100,100,0,0.0,297.759,298.992,307.384,2.192,0,0.0
OC,EU,100,100,0,0.0,280.904,282.088,292.373,2.315,0,0.0
OC,EU,100,100,0,0.0,291.23,295.306,306.614,1.895,0,0.0
OC,NA,100,100,0,0.0,241.559,241.939,258.421,1.697,0,0.0
OC,EU,100,100,0,0.0,303.543,304.831,314.131,1.353,0,0.0
OC,CN,100,63,37,37.0,208.379,215.916,220.025,2.926,0,0.0
OC,EU,100,100,0,0.0,287.168,287.748,293.94,0.889,0,0.0
OC,NA,100,100,0,0.0,252.718,252.854,255.357,0.494,0,0.0
OC,NA,100,100,0,0.0,214.414,219.064,259.487,5.145,0,0.0
OC,NA,100,100,0,0.0,109.601,109.996,112.329,0.618,0,0.0
OC,EU,100,100,0,0.0,297.862,298.238,301.827,0.588,0,0.0
OC,NA,100,100,0,0.0,200.536,200.755,204.403,0.658,0,0.0
OC,AS,100,100,0,0.0,201.459,202.027,209.276,1.196,0,0.0
OC,EU,100,100,0,0.0,281.803,281.921,282.946,0.531,0,0.0
OC,NA,100,100,0,0.0,251.627,251.82,254.694,0.762,0,0.0
OC,AS,100,100,0,0.0,244.734,245.252,250.078,0.918,0,0.0
OC,EU,100,100,0,0.0,304.313,304.591,308.754,0.967,0,0.0
OC,EU,100,98,2,2.0,303.309,303.502,305.157,0.443,0,0.0
OC,EU,100,99,1,1.0,282.704,283.345,290.862,1.295,0,0.0
OC,NA,100,100,0,0.0,162.704,163.698,167.057,0.732,0,0.0
OC,NA,100,100,0,0.0,190.04,191.612,214.466,2.906,0,0.0
OC,AS,100,100,0,0.0,96.607,96.853,100.775,0.608,0,0.0
OC,EU,100,100,0,0.0,301.356,301.536,303.451,0.812,0,0.0
OC,EU,100,100,0,0.0,306.371,306.507,309.223,0.732,0,0.0
OC,NA,100,100,0,0.0,174.807,175.174,177.74,0.591,0,0.0
OC,EU,100,100,0,0.0,342.274,342.575,346.486,0.804,0,0.0
OC,EU,100,99,1,1.0,287.625,287.838,289.449,0.502,0,0.0
OC,EU,100,100,0,0.0,311.314,311.597,314.842,0.699,0,0.0
OC,NA,100,100,0,0.0,254.276,254.959,256.477,0.461,0,0.0
OC,EU,100,100,0,0.0,373.532,374.031,375.343,0.658,0,0.0
OC,EU,100,100,0,0.0,274.281,274.415,274.777,0.622,0,0.0
OC,NA,100,100,0,0.0,249.447,249.712,252.413,0.737,0,0.0
OC,NA,100,100,0,0.0,202.283,203.447,204.836,0.714,0,0.0
OC,NA,100,100,0,0.0,246.018,246.217,249.251,0.758,0,0.0
OC,EU,100,100,0,0.0,275.981,276.187,278.198,0.738,0,0.0
OC,EU,100,100,0,0.0,279.608,279.808,283.281,0.829,0,0.0
OC,NA,100,100,0,0.0,169.404,169.579,173.121,0.462,0,0.0
OC,EU,100,100,0,0.0,302.47,302.656,305.64,0.823,0,0.0
OC,EU,100,100,0,0.0,291.673,291.838,292.34,8.6e-2,0,0.0
OC,AS,100,100,0,0.0,144.206,147.117,160.315,3.87,0,0.0
OC,EU,100,100,0,0.0,285.245,285.481,288.587,0.778,0,0.0
OC,EU,100,100,0,0.0,333.844,334.163,339.252,0.796,0,0.0
OC,EU,100,100,0,0.0,321.248,321.384,321.952,0.495,0,0.0
OC,EU,100,100,0,0.0,301.983,302.226,306.237,0.857,0,0.0
OC,EU,100,100,0,0.0,280.969,281.229,284.134,0.555,0,0.0
OC,EU,100,100,0,0.0,346.306,346.511,351.402,0.681,0,0.0
OC,NA,100,100,0,0.0,216.179,216.327,220.141,0.697,0,0.0
OC,NA,100,100,0,0.0,109.089,109.467,114.106,0.655,0,0.0
OC,NA,100,100,0,0.0,207.918,208.096,209.212,0.532,0,0.0
OC,EU,100,100,0,0.0,281.872,284.639,289.89,1.747,0,0.0
OC,EU,100,100,0,0.0,282.18,282.501,288.286,0.814,0,0.0
OC,EU,100,100,0,0.0,283.624,283.757,284.191,0.486,0,0.0
OC,EU,100,100,0,0.0,308.47,308.743,312.573,0.893,0,0.0
OC,EU,100,100,0,0.0,308.455,309.27,314.825,1.445,0,0.0
OC,EU,100,100,0,0.0,319.687,319.98,323.123,0.634,0,0.0
OC,EU,100,66,34,34.0,321.145,321.384,321.683,0.287,0,0.0
OC,NA,100,100,0,0.0,227.3,229.858,241.925,2.049,0,0.0
OC,NA,100,100,0,0.0,213.726,213.855,215.062,0.656,0,0.0
OC,EU,100,100,0,0.0,283.749,283.924,285.082,0.662,0,0.0
OC,EU,100,100,0,0.0,288.82,289.029,291.513,0.481,0,0.0
OC,EU,100,100,0,0.0,317.452,317.711,319.232,0.559,0,0.0
OC,AS,100,100,0,0.0,133.935,134.472,144.048,1.208,0,0.0
OC,AS,100,100,0,0.0,139.071,139.301,143.309,0.583,0,0.0
OC,EU,100,99,1,1.0,312.838,313.595,322.922,1.579,0,0.0
OC,EU,100,100,0,0.0,307.249,307.718,312.662,0.74,0,0.0
OC,AS,100,99,1,1.0,153.928,184.665,335.877,46.889,0,0.0
OC,EU,100,100,0,0.0,288.406,288.584,291.327,0.518,0,0.0
OC,EU,100,100,0,0.0,290.703,291.668,294.959,1.052,0,0.0
OC,EU,100,99,1,1.0,308.492,308.813,314.024,0.925,0,0.0
OC,NA,100,100,0,0.0,144.274,144.4,144.67,0.377,0,0.0
OC,NA,100,100,0,0.0,176.483,176.755,180.93,0.632,0,0.0
OC,NA,100,100,0,0.0,179.157,179.412,180.84,0.323,0,0.0
OC,EU,100,100,0,0.0,278.85,280.287,337.571,6.183,0,0.0
OC,AS,100,100,0,0.0,134.155,136.36,146.659,2.264,0,0.0
OC,NA,100,100,0,0.0,183.316,183.549,184.959,0.589,0,0.0
OC,EU,100,100,0,0.0,332.331,335.001,345.61,2.261,0,0.0
OC,EU,100,100,0,0.0,289.072,289.264,290.675,0.701,0,0.0
OC,NA,100,100,0,0.0,152.026,152.177,157.342,0.817,0,0.0
OC,EU,100,100,0,0.0,324.699,325.14,331.374,0.85,0,0.0
OC,EU,100,100,0,0.0,282.268,283.229,289.697,1.778,0,0.0
OC,AS,100,100,0,0.0,200.783,201.496,211.575,1.791,0,0.0
OC,EU,100,100,0,0.0,289.318,289.614,291.635,0.862,0,0.0
OC,EU,100,100,0,0.0,289.521,290.058,297.948,1.382,0,0.0
OC,EU,100,100,0,0.0,344.748,345.017,346.886,0.569,0,0.0
OC,EU,100,100,0,0.0,332.451,332.664,334.86,0.823,0,0.0
OC,OC,100,98,2,2.0,1.451,2.851,7.329,1.163,0,0.0
OC,EU,100,99,1,1.0,286.284,286.803,292.36,1.149,0,0.0
OC,EU,100,100,0,0.0,284.51,284.701,287.108,0.797,0,0.0
OC,NA,100,100,0,0.0,182.478,182.675,187.367,0.65,0,0.0
OC,NA,100,100,0,0.0,250.563,250.646,251.106,0.582,0,0.0
OC,NA,100,100,0,0.0,246.207,246.488,251.878,0.923,0,0.0
OC,AF,100,60,40,40.0,413.712,413.883,415.273,0.899,0,0.0
OC,NA,100,100,0,0.0,113.166,113.474,116.964,0.576,0,0.0
OC,NA,100,100,0,0.0,222.746,222.923,227.264,0.789,0,0.0
OC,NA,100,100,0,0.0,181.862,181.97,182.774,0.59,0,0.0
OC,NA,100,100,0,0.0,184.732,184.939,187.99,0.657,0,0.0
OC,EU,100,98,2,2.0,281.502,281.774,284.307,0.784,0,0.0
OC,EU,100,81,19,19.0,335.182,335.509,339.228,1.102,0,0.0
OC,EU,100,100,0,0.0,283.574,283.756,286.303,0.529,0,0.0
OC,EU,100,100,0,0.0,347.217,347.397,350.151,0.486,0,0.0
OC,NA,100,100,0,0.0,218.988,219.625,220.81,0.643,0,0.0
OC,NA,100,100,0,0.0,228.682,229.07,233.517,0.657,0,0.0
OC,EU,100,100,0,0.0,317.146,317.393,320.445,0.834,0,0.0
